House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5,Regent Road,Ashley,May,18,Head,Married,Male,Student,None, 
5,Regent Road,Patricia,May,19,Wife,Married,Female,University Student,None,None
6,Regent Road,Joel,Lambert,44,Head,Single,Male,Commercial/residential surveyor,None,Methodist
7,Regent Road,Anne,Lawrence,49,Head,Divorced,Female,Unemployed,None,Christian
8,Regent Road,Connor,Pearson,19,Head,Single,Male,University Student,None,None
8,Regent Road,Amy,Webster,19,Partner,Single,Female,University Student,None,None
9,Regent Road,Steven,Browne,28,Head,Married,Male,Water quality scientist,None,Christian
9,Regent Road,Fiona,Browne,28,Wife,Married,Female,"Engineer, land",None,None
10,Regent Road,Harry,Burrows,47,Head,Single,Male,Public librarian,None,Muslim
11,Regent Road,Dawn,O'Connor,46,Head,Single,Female,Air cabin crew,None,None
11,Regent Road,Paula,Wilson,37,None,Single,Female,Unemployed,None,Catholic
12,Regent Road,Jade,Lewis,71,Head,Widowed,Female,"Retired Loss adjuster, chartered",None,None
13,Regent Road,Jacqueline,Russell,63,Head,Single,Female,Market researcher,None,Christian
13,Regent Road,Gregory,Morgan,61,None,Single,Male,Production manager,None,None
14,Regent Road,Shirley,James,46,Head,Married,Female,Site engineer,None,Christian
14,Regent Road,Dennis,James,43,Husband,Married,Male,Television/film/video producer,None,Christian
15,Regent Road,Jake,Newman,66,Head,Married,Male,Film/video editor,None,Methodist
15,Regent Road,Carly,Newman,64,Wife,Married,Female,Unemployed,None,Methodist
16,Regent Road,Deborah,Reeves,21,Head,Divorced,Female,University Student,None,None
17,Regent Road,Jayne,Dean,68,Head,Widowed,Female,Retired Market researcher,None,Christian
18,Regent Road,Marilyn,Walters,54,Head,Single,Female,"Scientist, forensic",None,Christian
18,Regent Road,Abdul,Simpson,56,Partner,Single,Male,Newspaper journalist,Mental Disability,None
19,Regent Road,Alexander,Smith,74,Head,Widowed,Male,"Retired Designer, textile",None,Christian
20,Regent Road,Harry,Hunt,19,Head,Single,Male,University Student,None,None
21,Regent Road,George,Clarke,70,Head,Widowed,Male,Retired Naval architect,None,Christian
22,Regent Road,Gordon,Taylor,18,Head,Single,Male,Student,None,NA
23,Regent Road,Hannah,Bradley,46,Head,Single,Female,Warehouse manager,None,Christian
23,Regent Road,Laura,Bradley,6,Neice,NA,Female,Student,None,NA
24,Regent Road,Marion,Robinson,65,Head,Widowed,Female,Oncologist,None,None
24,Regent Road,Stephen,Robinson,44,Son,Divorced,Male,"Engineer, manufacturing systems",None,None
24,Regent Road,Russell,Robinson,41,Son,Divorced,Male,Marketing executive,None,None
25,Regent Road,Jean,Johnson,36,Head,Married,Female,Contracting civil engineer,None,Catholic
25,Regent Road,Gregory,Johnson,32,Husband,Married,Male,Trade mark attorney,None,Catholic
25,Regent Road,Caroline,Schofield-Johnson,2,Daughter,NA,Female,Child,None,NA
26,Regent Road,Bruce,Watson,24,Head,Single,Male,Unemployed,None,Catholic
27,Regent Road,Charlene,Smith,74,Head,Married,Female,Retired Pension scheme manager,None,None
27,Regent Road,Francis,Smith,75,Husband,Married,Male,Retired Medical laboratory scientific officer,None,None
27,Regent Road,Timothy,Smith,37,Son,Single,Male,Industrial/product designer,None,None
28,Regent Road,Donald,Webb,32,Head,Single,Male,"Conservation officer, historic buildings",None,None
29,Regent Road,Dawn,Conway,39,Head,Single,Female,Psychotherapist,None,Methodist
29,Regent Road,Max,Jones,43,Partner,Single,Male,Horticultural therapist,None,Methodist
30,Regent Road,Irene,Lawrence,50,Head,Single,Female,Animal technologist,None,None
31,Regent Road,Martin,Taylor,54,Head,Single,Male,Armed forces technical officer,None,Christian
31,Regent Road,Lynne,Wright,54,Partner,Single,Female,Mudlogger,None,Christian
32,Regent Road,Joyce,Anderson,41,Head,Single,Female,Sales executive,None,None
32,Regent Road,Vincent,Dobson,38,Partner,Single,Male,"Engineer, agricultural",None,None
32,Regent Road,Matthew,Ross,21,Sibling,Single,Male,University Student,None,Catholic
33,Regent Road,Linda,Lawson,41,Head,Single,Female,Unemployed,None,Catholic
33,Regent Road,Terence,Lawson,17,Son,NA,Male,Student,None,NA
33,Regent Road,Sylvia,Davies-Lawson,16,Daughter,NA,Female,Student,None,NA
34,Regent Road,Denis,Doyle,79,Head,Divorced,Male,Retired TEFL teacher,None,Christian
35,Regent Road,Fiona,Shepherd,48,Head,Single,Female,"Scientist, water quality",None,Christian
36,Regent Road,Annette,Walker,35,Head,Single,Female,Software engineer,None,Catholic
37,Regent Road,Luke,White,40,Head,Divorced,Male,"Engineer, mining",None,None
38,Regent Road,Kimberley,Davis,35,Head,Single,Female,Personnel officer,None,Christian
1,Turkey Street,Judith,Clarke,39,Head,Single,Female,Company secretary,None,Catholic
1,Turkey Street,Frank,Murray,40,Partner,Single,Male,Energy engineer,None,None
1,Turkey Street,Naomi,Clarke,9,Daughter,NA,Female,Student,None,NA
2,Turkey Street,Conor,Baker,33,Head,Single,Male,Biomedical engineer,None,None
2,Turkey Street,Barbara,Weston,28,Partner,Single,Female,Museum/gallery conservator,None,None
3,Turkey Street,Danny,Hunt,54,Head,Single,Male,"Administrator, Civil Service",None,Christian
3,Turkey Street,Suzanne,Bailey,44,None,Single,Female,"Lecturer, further education",None,None
4,Turkey Street,Francesca,Phillips,63,Head,Divorced,Female,Ranger/warden,None,Catholic
4,Turkey Street,Naomi,Johnson,13,Granddaughter,NA,Female,Student,None,NA
5,Turkey Street,Debra,Newton,43,Head,Married,Female,Social researcher,None,Christian
5,Turkey Street,Patrick,Newton,43,Husband,Married,Male,Unemployed,None,None
5,Turkey Street,Ben,Newton,16,Son,NA,Male,Student,None,NA
6,Turkey Street,Fiona,Potts,42,Head,Single,Female,"Surveyor, building",None,None
6,Turkey Street,Leonard,Chapman,43,Partner,Single,Male,Child psychotherapist,None,None
7,Turkey Street,Jemma,Pollard,50,Head,Single,Female,Quantity surveyor,None,Christian
7,Turkey Street,Max,Pollard,33,Son,Divorced,Male,Unemployed,None,Christian
8,Turkey Street,Garry,Jackson,30,Head,Married,Male,Interpreter,None,Catholic
8,Turkey Street,Sharon,Jackson,27,Wife,Married,Female,Company secretary,None,None
8,Turkey Street,Trevor,Wilson,40,Visitor,Divorced,Male,Conference centre manager,None,Christian
9,Turkey Street,Cheryl,Wilson,44,Head,Married,Female,Human resources officer,None,Catholic
9,Turkey Street,Charlie,Spencer,49,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,None
9,Turkey Street,Nicole,Wilson,14,Daughter,NA,Female,Student,None,NA
9,Turkey Street,Andrew,Wilson,11,Son,NA,Male,Student,None,NA
9,Turkey Street,Lynne,Wilson,10,Daughter,NA,Female,Student,None,NA
10,Turkey Street,Donna,Roberts,71,Head,Divorced,Female,"Retired Designer, textile",None,Christian
10,Turkey Street,Howard,Weston-Roberts,31,Son,Single,Male,"Engineer, civil (consulting)",None,Christian
10,Turkey Street,Edward,Weston-Roberts,31,Son,Single,Male,"Scientist, biomedical",None,Christian
11,Turkey Street,James,Bennett,34,Head,Married,Male,"Editor, film/video",None,None
11,Turkey Street,Laura,Bennett,31,Wife,Married,Female,"Journalist, broadcasting",None,None
12,Turkey Street,Kevin,Lane,18,Head,Single,Male,University Student,None,Christian
12,Turkey Street,Malcolm,White,21,None,Single,Male,University Student,None,Christian
12,Turkey Street,Sheila,McDonald,19,None,Single,Female,University Student,None,None
12,Turkey Street,Colin,Ali,19,None,Single,Male,University Student,None,Christian
12,Turkey Street,Hilary,Hammond,20,None,Single,Female,University Student,None,Christian
13,Turkey Street,Max,Howarth,38,Head,Single,Male,Company secretary,None,Catholic
14,Turkey Street,Chloe,Howarth,45,Head,Single,Female,"Producer, radio",None,None
14,Turkey Street,Christopher,Gilbert,28,None,Single,Male,Insurance risk surveyor,None,Methodist
1,Unity Mountain,Mandy,Johnson,49,Head,Single,Female,"Surveyor, commercial/residential",None,Catholic
2,Unity Mountain,Gemma,Miller,58,Head,Married,Female,Trading standards officer,None,Methodist
2,Unity Mountain,Leigh,Miller-Howard,61,Husband,Married,Male,Sport and exercise psychologist,None,None
2,Unity Mountain,Amelia,Miller-Howard,16,Daughter,NA,Female,Student,None,NA
3,Unity Mountain,Marilyn,Pritchard,31,Head,Single,Female,Travel agency manager,None,None
3,Unity Mountain,Valerie,Pritchard,9,Daughter,NA,Female,Student,None,NA
3,Unity Mountain,Sean,Pritchard,6,Son,NA,Male,Student,None,NA
3,Unity Mountain,Martin,Ali-Pritchard,4,Son,NA,Male,Child,None,NA
3,Unity Mountain,Abdul,Ali-Pritchard,2,Son,NA,Male,Child,None,NA
4,Unity Mountain,Louise,Evans-Hardy,56,Head,Single,Female,Unemployed,None,Methodist
4,Unity Mountain,Duncan,Parkes,52,Partner,Single,Male,Visual merchandiser,None,None
4,Unity Mountain,Laura,Evans-Hardy,24,Daughter,Single,Female,Sales promotion account executive,None,None
4,Unity Mountain,Glen,Evans-Hardy,13,Son,NA,Male,Student,None,NA
5,Unity Mountain,Gillian,Owen,69,Head,Married,Female,Retired Dramatherapist,None,Christian
5,Unity Mountain,Bruce,Owen,71,Husband,Married,Male,"Retired Production designer, theatre/television/film",None,Christian
5,Unity Mountain,Terence,Owen,37,Adopted Son,Single,Male,Barrister's clerk,None,Christian
5,Unity Mountain,Jodie,Owen,37,Daughter,Single,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
6,Unity Mountain,Deborah,May,35,Head,Married,Female,Print production planner,None,Christian
6,Unity Mountain,Adam,May,36,Husband,Married,Male,"Civil engineer, consulting",None,Christian
6,Unity Mountain,Stacey,May,4,Daughter,NA,Female,Child,None,NA
6,Unity Mountain,Mohamed,May,4,Son,NA,Male,Child,None,NA
6,Unity Mountain,Graham,May,0,Son,NA,Male,Child,None,NA
7,Unity Mountain,Hollie,Fletcher,33,Head,Married,Female,Multimedia specialist,None,None
7,Unity Mountain,Roger,Fletcher,34,Husband,Married,Male,Advertising art director,None,None
7,Unity Mountain,Darren,Fletcher,16,Son,NA,Male,Student,None,NA
7,Unity Mountain,Roy,Fletcher,15,Son,NA,Male,Student,None,NA
8,Unity Mountain,Clifford,Hill,23,Head,Single,Male,Multimedia specialist,None,None
8,Unity Mountain,Jean,Norris,61,None,Single,Female,Print production planner,None,None
8,Unity Mountain,Owen,Booth,59,None,Single,Male,"Nurse, mental health",None,Christian
8,Unity Mountain,Garry,Wright,63,None,Divorced,Male,Copy,None,Christian
8,Unity Mountain,Ricky,Hartley,27,None,Single,Male,Mudlogger,None,Catholic
9,Unity Mountain,Brian,Holmes,54,Head,Divorced,Male,"Development worker, international aid",None,Methodist
9,Unity Mountain,Helen,Holmes,17,Daughter,NA,Female,Student,None,NA
9,Unity Mountain,Mary,Holmes,13,Daughter,NA,Female,Student,None,NA
9,Unity Mountain,Bethan,Holmes,9,Daughter,NA,Female,Student,None,NA
10,Unity Mountain,Danielle,Burton,40,Head,Married,Female,Public relations account executive,None,Christian
10,Unity Mountain,Ross,Burton,48,Husband,Married,Male,"Nurse, learning disability",None,Christian
10,Unity Mountain,Geraldine,Burton,13,Daughter,NA,Female,Student,None,NA
10,Unity Mountain,Fiona,Burton,9,Daughter,NA,Female,Student,None,NA
10,Unity Mountain,Reece,Burton,4,Son,NA,Male,Child,None,NA
11,Unity Mountain,Katie,Saunders,52,Head,Married,Female,Sports administrator,None,Christian
11,Unity Mountain,Colin,Saunders,58,Husband,Married,Male,Jewellery designer,None,None
11,Unity Mountain,Clare,Saunders,15,Daughter,NA,Female,Student,None,NA
11,Unity Mountain,Donna,Saunders,11,Daughter,NA,Female,Student,None,NA
11,Unity Mountain,Roger,Saunders,11,Son,NA,Male,Student,None,NA
11,Unity Mountain,Victor,Saunders,11,Son,NA,Male,Student,None,NA
12,Unity Mountain,Diana,White,34,Head,Married,Female,Licensed conveyancer,None,None
12,Unity Mountain,John,White,31,Husband,Married,Male,"Pilot, airline",None,None
13,Unity Mountain,Caroline,Stokes,89,Head,Widowed,Female,Retired Research scientist (maths),None,Christian
14,Unity Mountain,Lynn,Wong,25,Head,Married,Female,Herbalist,None,None
14,Unity Mountain,Christopher,Wong,29,Husband,Married,Male,"Conservator, furniture",None,None
14,Unity Mountain,Beverley,Wong,0,Daughter,NA,Female,Child,None,NA
14,Unity Mountain,Stephanie,Bishop,39,Sibling,Divorced,Female,Surgeon,None,Catholic
14,Unity Mountain,Reece,Doyle,26,Lodger,Widowed,Male,"Psychologist, clinical",None,None
15,Unity Mountain,Hayley,Murphy,43,Head,Married,Female,Manufacturing systems engineer,None,Christian
15,Unity Mountain,Harry,Lamb,44,Husband,Married,Male,"Designer, blown glass/stained glass",None,Christian
15,Unity Mountain,Kathryn,Murphy,26,Daughter,Single,Female,Media planner,None,Christian
15,Unity Mountain,Helen,Murphy,15,Daughter,NA,Female,Student,None,NA
16,Unity Mountain,Allan,Wilkins,36,Head,Divorced,Male,Industrial buyer,None,None
17,Unity Mountain,Frances,Moore,43,Head,Married,Female,"Scientist, forensic",None,Catholic
17,Unity Mountain,Terry,Moore,45,Husband,Married,Male,Data scientist,None,Catholic
17,Unity Mountain,Bethany,Moore,8,Daughter,NA,Female,Student,None,NA
17,Unity Mountain,Naomi,Moore,5,Daughter,NA,Female,Student,None,NA
17,Unity Mountain,Trevor,Moore,1,Son,NA,Male,Child,None,NA
17,Unity Mountain,Maurice,Brookes,57,Lodger,Widowed,Male,Occupational therapist,None,Muslim
18,Unity Mountain,Martin,Edwards,55,Head,Single,Male,Health service manager,None,None
19,Unity Mountain,Irene,Stewart,60,Head,Married,Female,Database administrator,None,Christian
19,Unity Mountain,Vincent,Stewart,62,Husband,Married,Male,Senior tax professional/tax inspector,None,Christian
19,Unity Mountain,Debra,Stewart,32,Daughter,Divorced,Female,"Merchandiser, retail",None,Christian
19,Unity Mountain,Gerald,Stewart,30,Son,Single,Male,Unemployed,None,Christian
19,Unity Mountain,Charlie,Barrett,27,Son,Single,Male,Child psychotherapist,None,Christian
19,Unity Mountain,Sandra,Barrett,23,Daughter,Single,Female,Paramedic,None,Christian
20,Unity Mountain,Lauren,Fox,58,Head,Married,Female,IT sales professional,None,Christian
20,Unity Mountain,Martin,Fox,62,Husband,Married,Male,"Lecturer, higher education",None,Christian
20,Unity Mountain,Leonard,Fox,27,Son,Single,Male,Quantity surveyor,None,None
20,Unity Mountain,Justin,Fox,25,Son,Single,Male,"Psychologist, forensic",None,Christian
21,Unity Mountain,Melissa,Anderson-Knight,35,Head,Married,Female,"Education officer, environmental",None,Catholic
21,Unity Mountain,Gerald,Anderson-Knight,39,Husband,Married,Male,Mental health nurse,None,Catholic
21,Unity Mountain,Maria,Anderson-Knight,9,Daughter,NA,Female,Student,None,NA
22,Unity Mountain,Kim,Young,48,Head,Divorced,Female,Unemployed,None,Catholic
22,Unity Mountain,Sylvia,Young,23,Daughter,Single,Female,"Geologist, engineering",None,Catholic
22,Unity Mountain,James,Young,19,Son,Divorced,Male,University Student,None,None
22,Unity Mountain,Trevor,Young,18,Son,Divorced,Male,Student,None,Catholic
1,Thistle Trail,Wayne,Farrell,21,Head,Single,Male,University Student,None,Sikh
1,Thistle Trail,Joshua,Griffiths,22,None,Single,Male,University Student,None,Christian
1,Thistle Trail,Janice,Gibson,18,None,Single,Female,University Student,None,None
2,Thistle Trail,Joanne,Williams,73,Head,Widowed,Female,Retired Financial planner,None,Christian
3,Thistle Trail,Alexandra,Archer,38,Head,Single,Female,Oceanographer,None,None
4,Thistle Trail,Joanna,Walker,31,Head,Single,Female,"Geneticist, molecular",None,None
4,Thistle Trail,Marilyn,Walker,2,Daughter,NA,Female,Child,None,NA
5,Thistle Trail,Elaine,Moore,38,Head,Single,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
6,Thistle Trail,Vanessa,Nicholson,59,Head,Single,Female,Medical technical officer,None,None
6,Thistle Trail,Melanie,Jenkins,27,None,Single,Female,Chief Strategy Officer,None,None
6,Thistle Trail,Justin,Herbert,36,None,Single,Male,Immunologist,None,Catholic
7,Thistle Trail,Jennifer,Rowe,53,Head,Single,Female,Financial planner,None,Christian
8,Thistle Trail,Brett,Burton,45,Head,Single,Male,Clinical cytogeneticist,None,Catholic
8,Thistle Trail,Michael,Shaw,38,None,Single,Male,Agricultural engineer,None,None
9,Thistle Trail,Laura,Robinson,44,Head,Single,Female,"Designer, multimedia",None,Methodist
9,Thistle Trail,Roy,Carter,53,None,Single,Male,Solicitor,None,None
1,Upland Motorway,Carly,Khan,45,Head,Widowed,Female,Unemployed,None,Catholic
1,Upland Motorway,Sophie,Craig,43,Lodger,Single,Female,Purchasing manager,None,Catholic
1,Upland Motorway,Timothy,Palmer,28,Lodger,Divorced,Male,Communications engineer,None,None
1,Upland Motorway,Liam,Roberts,31,Lodger,Divorced,Male,Environmental manager,None,Methodist
2,Upland Motorway,Robert,Foster,64,Head,Single,Male,"Designer, industrial/product",None,Christian
3,Upland Motorway,Cheryl,Martin,40,Head,Married,Female,Forensic psychologist,None,Christian
3,Upland Motorway,Bruce,Martin,41,Husband,Married,Male,Industrial/product designer,None,Christian
3,Upland Motorway,Lawrence,Martin,23,Son,Single,Male,Insurance risk surveyor,None,Christian
3,Upland Motorway,Nicholas,Martin,14,Son,NA,Male,Student,None,NA
4,Upland Motorway,Michelle,Holden,61,Head,Married,Female,"Scientist, research (medical)",None,Christian
4,Upland Motorway,Arthur,Holden,62,Husband,Married,Male,Barista,None,None
4,Upland Motorway,Angela,Holden,22,Daughter,Single,Female,University Student,None,Christian
4,Upland Motorway,Kate,Holden,6,Daughter,NA,Female,Student,None,NA
5,Upland Motorway,Mandy,Brown,58,Head,Single,Female,Retail banker,None,None
5,Upland Motorway,Abbie,George,10,Granddaughter,NA,Female,Student, ,NA
5,Upland Motorway,Julie,George,7,Granddaughter,NA,Female,Student,None,NA
5,Upland Motorway,Ricky,George,3,Grandson,NA,Male,Child,None,NA
6,Upland Motorway,Callum,Mason,66,Head,Widowed,Male,Visual merchandiser,None,Methodist
7,Upland Motorway,Adam,Richardson,66,Head,Widowed,Male,Sales executive,None,Muslim
